Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifError
0,MOLLUSCA,Mollusca,0,8,4.51,1,NO_ANNOT,,,Exact,0,Mollusca,Mollusca,M2L,1,Catalogue of Life,
510,Sonorella hachitana,Sonorella hachitana,172812,172831,13.30,2,NO_ANNOT,,,Exact,0,"Sonorella hachitana (Dall, 1895)",Sonorella hachitana,4Y9XK,1,Catalogue of Life,
511,Sonorella rowelli,Sonorella rowelli,172958,172975,12.23,2,NO_ANNOT,,,PartialExact,0,"Sonorella Pilsbry, 1900",Sonorella,7PH3Y,1,Catalogue of Life,
512,S. rowelli,S. rowelli,173052,173062,5.70,2,NO_ANNOT,,,NoMatch,,,,,,,,
513,Sonorella hachitana ashmuni,Sonorella hachitana ashmuni,173109,173136,16.36,3,NO_ANNOT,,,PartialExact,0,"Sonorella ashmuni Bartsch, 1904",Sonorella ashmuni,7T6R9,1,Catalogue of Life,
514,Sonorella granulatissima,Sonorella granulatissima,173238,173262,13.32,2,NO_ANNOT,,,Exact,0,"Sonorella granulatissima Pilsbry, 1902",Sonorella granulatissima,7T6SH,1,Catalogue of Life,
515,Huachuca,Huachuca,173356,173364,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
516,.S.␤granulatissima,S. granulatissima,173386,173404,6.79,2,NO_ANNOT,,,NoMatch,,,,,,,,
517,S. granulatissima,S. granulatissima,173451,173468,6.79,2,NO_ANNOT,,,NoMatch,,,,,,,,
518,Sonorella virilis circumstriata,Sonorella virilis circumstriata,173518,173549,19.39,3,NO_ANNOT,,,Exact,0,"Sonorella virilis circumstriata Pilsbry & Ferriss, 1905",Sonorella virilis circumstriata,7V33L,1,Catalogue of Life,
519,Sonorella rowelli,Sonorella rowelli,173609,173626,12.23,2,NO_ANNOT,,,PartialExact,0,"Sonorella Pilsbry, 1900",Sonorella,7PH3Y,1,Catalogue of Life,
520,Sonorella virilis,Sonorella virilis,173736,173753,13.14,2,NO_ANNOT,,,Exact,0,"Sonorella virilis Pilsbry, 1905",Sonorella virilis,7T6VB,1,Catalogue of Life,
521,S. virilis,S. virilis,173833,173843,6.61,2,NO_ANNOT,,,NoMatch,,,,,,,,
522,Ashmunella.,Ashmunella,173903,173914,6.37,1,NO_ANNOT,,,Exact,0,"Ashmunella Pilsbry & Cockerell, 1899",Ashmunella,7NPTV,1,Catalogue of Life,
523,Ashmunella duplicidens,Ashmunella duplicidens,173925,173947,13.22,2,NO_ANNOT,,,Exact,0,"Ashmunella duplicidens Pilsbry, 1905",Ashmunella duplicidens,7Q8FG,1,Catalogue of Life,
524,Ashmunella proxima,Ashmunella proxima,173979,173997,12.72,2,NO_ANNOT,,,Exact,0,"Ashmunella proxima Pilsbry, 1905",Ashmunella proxima,7Q8GL,1,Catalogue of Life,
525,Ashmunella esuritor,Ashmunella esuritor,174029,174048,12.07,2,NO_ANNOT,,,Exact,0,"Ashmunella esuritor Pilsbry, 1905",Ashmunella esuritor,7Q8FJ,1,Catalogue of Life,
526,Ashmunella angulata,Ashmunella angulata,174080,174099,14.11,2,NO_ANNOT,,,Exact,0,"Ashmunella angulata Pilsbry, 1905",Ashmunella angulata,7Q8F3,1,Catalogue of Life,
527,Ashmunella metamorphosa,Ashmunella metamorphosa,174130,174153,14.16,2,NO_ANNOT,,,Exact,0,"Ashmunella metamorphosa Pilsbry, 1905",Ashmunella metamorphosa,7Q8GB,1,Catalogue of Life,
528,Ashmunella,Ashmunella,174184,174194,6.37,1,NO_ANNOT,,,Exact,0,"Ashmunella Pilsbry & Cockerell, 1899",Ashmunella,7NPTV,1,Catalogue of Life,
529,Ashmunella chirivthuana,Ashmunella chirivthuana,174240,174263,8.76,2,NO_ANNOT,,,PartialExact,0,"Ashmunella Pilsbry & Cockerell, 1899",Ashmunella,7NPTV,1,Catalogue of Life,
530,Ashmunella esuritor,Ashmunella esuritor,174293,174312,12.07,2,NO_ANNOT,,,Exact,0,"Ashmunella esuritor Pilsbry, 1905",Ashmunella esuritor,7Q8FJ,1,Catalogue of Life,
531,Oreohelix strigosa,Oreohelix strigosa,174360,174378,12.14,2,NO_ANNOT,,,Exact,0,"Oreohelix strigosa (Gould, 1846)",Oreohelix strigosa,7SK6F,1,Catalogue of Life,
532,Oreohelix clappi,Oreohelix clappi,174542,174558,9.30,2,NO_ANNOT,,,Exact,0,"Oreohelix clappi Ferriss, 1904",Oreohelix clappi,7SK5B,1,Catalogue of Life,
533,Oreohelix strigosa huachucana,Oreohelix strigosa huachucana,174619,174648,17.95,3,NO_ANNOT,,,PartialExact,0,Oreohelix huachucana Ckll.,Oreohelix huachucana,gn_98635,186,MCZbase,
534,Oreohelix barbata,Oreohelix barbata,174724,174741,12.37,2,NO_ANNOT,,,Exact,0,"Oreohelix barbata Pilsbry, 1905",Oreohelix barbata,7SK56,1,Catalogue of Life,
535,Oreohelix,Oreohelix,174814,174823,4.83,1,NO_ANNOT,,,Exact,0,"Oreohelix Pilsbry, 1904",Oreohelix,7PBC4,1,Catalogue of Life,
536,Ashmunella metamorphosa,Ashmunella metamorphosa,174938,174961,14.16,2,NO_ANNOT,,,Exact,0,"Ashmunella metamorphosa Pilsbry, 1905",Ashmunella metamorphosa,7Q8GB,1,Catalogue of Life,
537,Ashmunella angulata,Ashmunella angulata,175037,175056,14.11,2,NO_ANNOT,,,Exact,0,"Ashmunella angulata Pilsbry, 1905",Ashmunella angulata,7Q8F3,1,Catalogue of Life,
538,Ashmnnella chiricahuana,Ashmnnella chiricahuana,175130,175153,7.48,2,NO_ANNOT,,,Fuzzy,1,"Ashmunella chiricahuana (Dall, 1896)",Ashmunella chiricahuana,7Q8FC,1,Catalogue of Life,
539,Ashmunella levettei,Ashmunella levettei,175261,175280,12.02,2,NO_ANNOT,,,Exact,0,"Ashmunella levettei (Bland, 1882)",Ashmunella levettei,7Q8G6,1,Catalogue of Life,
540,Huachuca,Huachuca,175316,175324,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
541,Ashmunella,Ashmunella,175408,175418,6.37,1,NO_ANNOT,,,Exact,0,"Ashmunella Pilsbry & Cockerell, 1899",Ashmunella,7NPTV,1,Catalogue of Life,
542,Sonorella,Sonorella,175419,175428,6.20,1,NO_ANNOT,,,Exact,0,"Sonorella Pilsbry, 1900",Sonorella,7PH3Y,1,Catalogue of Life,
543,Oreohelix.,Oreohelix,175433,175443,4.83,1,NO_ANNOT,,,Exact,0,"Oreohelix Pilsbry, 1904",Oreohelix,7PBC4,1,Catalogue of Life,
544,Ashmunella chiricahuana,Ashmunella chiricahuana,175454,175477,13.79,2,NO_ANNOT,,,Exact,0,"Ashmunella chiricahuana (Dall, 1896)",Ashmunella chiricahuana,7Q8FC,1,Catalogue of Life,
545,Ashmunella levettei angigyra,Ashmunella levettei angigyra,175537,175565,15.22,3,NO_ANNOT,,,Exact,0,"Ashmunella levettei angigyra Pilsbry, 1905",Ashmunella levettei angigyra,7TQNG,1,Catalogue of Life,
546,Ashmunella angulata,Ashmunella angulata,175599,175618,14.11,2,NO_ANNOT,,,Exact,0,"Ashmunella angulata Pilsbry, 1905",Ashmunella angulata,7Q8F3,1,Catalogue of Life,
547,Ashmunella metamorphosa,Ashmunella metamorphosa,175646,175669,14.16,2,NO_ANNOT,,,Exact,0,"Ashmunella metamorphosa Pilsbry, 1905",Ashmunella metamorphosa,7Q8GB,1,Catalogue of Life,
548,Ashmunella levettei proxima,Ashmunella levettei proxima,175694,175721,16.71,3,NO_ANNOT,,,Exact,0,"Ashmunella levettei proxima Pilsbry, 1905",Ashmunella levettei proxima,7TQNK,1,Catalogue of Life,
549,Sonorella rowelli,Sonorella rowelli,175757,175774,12.23,2,NO_ANNOT,,,PartialExact,0,"Sonorella Pilsbry, 1900",Sonorella,7PH3Y,1,Catalogue of Life,
550,Sonorella hachitana,Sonorella hachitana,175849,175868,13.30,2,NO_ANNOT,,,Exact,0,"Sonorella hachitana (Dall, 1895)",Sonorella hachitana,4Y9XK,1,Catalogue of Life,
551,Sonorella hachitana,Sonorella hachitana,175925,175944,13.30,2,NO_ANNOT,,,Exact,0,"Sonorella hachitana (Dall, 1895)",Sonorella hachitana,4Y9XK,1,Catalogue of Life,
552,Sonorella virilis,Sonorella virilis,176000,176017,13.14,2,NO_ANNOT,,,Exact,0,"Sonorella virilis Pilsbry, 1905",Sonorella virilis,7T6VB,1,Catalogue of Life,
553,Sonorella,Sonorella,176051,176060,6.20,1,NO_ANNOT,,,Exact,0,"Sonorella Pilsbry, 1900",Sonorella,7PH3Y,1,Catalogue of Life,
554,Sonorella granulatissima,Sonorella granulatissima,176107,176131,13.32,2,NO_ANNOT,,,Exact,0,"Sonorella granulatissima Pilsbry, 1902",Sonorella granulatissima,7T6SH,1,Catalogue of Life,
555,Oreohelix chiricahuana,Oreohelix chiricahuana,176156,176178,12.24,2,NO_ANNOT,,,Exact,0,"Oreohelix chiricahuana Pilsbry, 1905",Oreohelix chiricahuana,7SK59,1,Catalogue of Life,
556,Oreohelix strigosa,Oreohelix strigosa,176203,176221,12.14,2,NO_ANNOT,,,Exact,0,"Oreohelix strigosa (Gould, 1846)",Oreohelix strigosa,7SK6F,1,Catalogue of Life,
557,Oreohelix clappi,Oreohelix clappi,176260,176276,9.30,2,NO_ANNOT,,,Exact,0,"Oreohelix clappi Ferriss, 1904",Oreohelix clappi,7SK5B,1,Catalogue of Life,
558,Oreohelix strigosa huachucana.,Oreohelix strigosa huachucana,176316,176346,17.95,3,NO_ANNOT,,,PartialExact,0,Oreohelix huachucana Ckll.,Oreohelix huachucana,gn_98635,186,MCZbase,
559,Uniform browii,Uniform browii,176450,176464,0.19,2,NO_ANNOT,,,NoMatch,,,,,,,,
560,Oreohelix,Oreohelix,177276,177285,4.83,1,NO_ANNOT,,,Exact,0,"Oreohelix Pilsbry, 1904",Oreohelix,7PBC4,1,Catalogue of Life,
561,Huachuca,Huachuca,177317,177325,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
562,O. clappi,O. clappi,177968,177977,4.13,2,NO_ANNOT,,,NoMatch,,,,,,,,
563,Holospira goldfussi,Holospira goldfussi,178219,178238,10.59,2,NO_ANNOT,,,Exact,0,"Holospira goldfussi (Menke, 1847)",Holospira goldfussi,6M9NR,1,Catalogue of Life,
564,Holospira,Holospira,178331,178340,4.78,1,NO_ANNOT,,,Exact,0,"Holospira E. von Martens, 1860",Holospira,7P5DZ,1,Catalogue of Life,
565,Holospira regis,Holospira regis,178403,178418,9.03,2,NO_ANNOT,,,Exact,0,"Holospira regis Pilsbry & Cockerell in Pilsbry, 1905",Holospira regis,7RPGB,1,Catalogue of Life,
566,Holospira crossei,Holospira crossei,178481,178498,9.83,2,NO_ANNOT,,,Exact,0,"Holospira crossei Dall, 1895",Holospira crossei,7RPFY,1,Catalogue of Life,
567,Holospira chiricahuana,Holospira chiricahuana,178573,178595,12.19,2,NO_ANNOT,,,Exact,0,"Holospira chiricahuana Pilsbry, 1905",Holospira chiricahuana,7RPFS,1,Catalogue of Life,
568,Holospira roemeri,Holospira roemeri,178661,178678,11.78,2,NO_ANNOT,,,Exact,0,Holospira roemeri,Holospira roemeri,urn:lsid:marinespecies.org:taxname:1366574,9,WoRMS,
569,H. roemeri.,H. roemeri,178773,178784,6.67,2,NO_ANNOT,,,NoMatch,,,,,,,,
570,Microceramus texanus,Microceramus texanus,178863,178883,12.74,2,NO_ANNOT,,,Exact,0,"Microceramus texanus (Pilsbry, 1898)",Microceramus texanus,7S5CM,1,Catalogue of Life,
571,Holospira ferrissi,Holospira ferrissi,178970,178988,10.43,2,NO_ANNOT,,,Exact,0,"Holospira ferrissi Pilsbry, 1905",Holospira ferrissi,7RPG3,1,Catalogue of Life,
572,Huachuca,Huachuca,179008,179016,3.48,1,NO_ANNOT,,,Exact,0,"Huachuca Pate, 1938",Huachuca,4Z37,1,Catalogue of Life,
573,Holospira chiricahuana,Holospira chiricahuana,179052,179074,12.19,2,NO_ANNOT,,,Exact,0,"Holospira chiricahuana Pilsbry, 1905",Holospira chiricahuana,7RPFS,1,Catalogue of Life,
574,Holospira cionella,Holospira cionella,179144,179162,11.73,2,NO_ANNOT,,,Exact,0,"Holospira cionella Pilsbry, 1905",Holospira cionella,7RPFW,1,Catalogue of Life,
